transaction_id,user_id,product,category,quantity,amount,payment_method,transaction_date
021507de-d30a-4e79-b71b-69140bb6b82e,f5e3c0e3-a30a-4f63-acc3-6917ade90af6,Line,Toys,5,419.36,Cash,2022-01-06
1505d20f-6951-418c-a635-af02c0d75125,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Capital,Electronics,5,167.87,Cash,2025-05-26
cd2afa00-46ca-4522-a56d-97b9850c4ade,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Worry,Books,1,97.23,Debit Card,2024-03-25
a13a2662-dbbe-4b42-9a93-3da1c6410b3e,2c5eb25a-fcfc-4fc5-b51a-27f89378a777,Wide,Toys,4,334.26,PayPal,2024-03-26
9658a0be-ac57-47ef-9bdb-7a5e7d5f0768,b6792608-4df6-44e6-aa84-7d766f29b5e2,Need,Electronics,5,673.73,Cash,2023-03-19
7b174ed1-78bf-4419-b174-87e29eadc63e,d658bf1c-4e4f-4c6f-9180-a7de627299b5,Red,Clothing,3,159.71,Credit Card,2023-01-04
9dfe8c5d-4e56-462b-8225-fa50ad4c2442,e9a38afa-d88f-481e-8eed-7060ec3fd648,Me,Books,5,217.58,Cash,2024-12-20
86c0c201-17d9-4114-9ad1-7190f8188f50,31473864-8b94-4761-ab2e-f389ebdb6d27,Common,Books,4,21.0,Cash,2023-10-31
e6264707-b775-4144-97f7-89fe3c8af659,9bb5eaba-0820-4698-a76c-5d27c5924201,Church,Books,2,908.11,UPI,2024-01-29
846d1662-a0ec-46cc-a90f-c95b5c4eea0d,9bb5eaba-0820-4698-a76c-5d27c5924201,Front,Books,2,532.7,Debit Card,2022-04-18
5301ff8a-9aba-417e-96c2-5c0de1926e28,e3a41242-fe31-40a8-9914-780803570d36,Tell,Electronics,4,557.39,UPI,2024-02-15
97870c2a-f901-4ff7-9c10-9d2fc2edb219,6b7032a1-81f8-46e9-99b8-fb3a6c521fd9,Teacher,Groceries,4,332.4,PayPal,2022-09-15
a434e02e-d26b-4ec4-bc2e-82123c0d535a,646bc120-6f20-4335-9dd3-9ed81e4c3e1c,Goal,Books,2,42.84,UPI,2022-03-22
307fde1c-732f-4b42-9b3c-b19898149b25,0d462a11-56ba-42ea-aaa4-9c48dac23106,How,Clothing,5,438.25,Credit Card,2024-02-11
6b394cc9-2a7e-4598-a238-cd24461245ed,74331c98-96b1-4b81-a526-c33b56488719,Produce,Toys,4,153.65,PayPal,2025-05-02
6bc41519-d203-4fc0-ac6f-2636835ae8d2,33568a3a-7d65-4114-a8ef-7a21de4436de,Amount,Clothing,1,620.63,Cash,2021-02-27
e2eac287-9a6a-4d2d-96e0-76d69c193f48,646bc120-6f20-4335-9dd3-9ed81e4c3e1c,Window,Clothing,5,688.46,Debit Card,2025-07-10
8c6e0164-c6ac-48e8-8cf6-728c2120d855,e3a41242-fe31-40a8-9914-780803570d36,Continue,Clothing,4,71.83,Debit Card,2025-04-18
1000a302-7944-46fd-9545-99740be32bc5,42dd8d94-ccc3-440e-b744-d32c960b3f38,Safe,Groceries,5,925.89,Debit Card,2025-02-11
87a8e58d-8be9-40a4-b480-a356043342b7,d658bf1c-4e4f-4c6f-9180-a7de627299b5,Someone,Toys,3,61.88,Debit Card,2025-07-04
476872c9-c00d-4506-aa44-85b77e5bd07b,ee7b9b78-51fe-440e-bf42-6e39a664e3ae,Same,Groceries,1,754.74,UPI,2024-10-29
ee50e178-622c-498a-86bd-cc2c897acfaa,646bc120-6f20-4335-9dd3-9ed81e4c3e1c,Sport,Groceries,5,92.27,UPI,2024-04-28
5bb3104b-2f73-4398-9e72-2e4239388790,e87dde26-3fbf-4045-b108-a7ae63e0cbdd,Contain,Electronics,1,336.26,UPI,2023-11-25
4dc9a7bd-8e15-49f1-8d34-e98f2cea3180,d658bf1c-4e4f-4c6f-9180-a7de627299b5,Anything,Toys,4,69.7,Cash,2023-11-03
d64f958f-081f-4f40-acb4-9e5f92a5ec80,74331c98-96b1-4b81-a526-c33b56488719,Say,Electronics,3,667.22,PayPal,2025-07-21
62234a6f-636c-4b3c-b1f5-33a778f1b30e,700d4f6b-801f-4f55-867e-4b5f5845988b,Modern,Groceries,5,360.8,UPI,2021-12-26
6dbb9995-0d85-47c2-9f03-fb3bd398b132,e9a38afa-d88f-481e-8eed-7060ec3fd648,Election,Electronics,5,870.27,PayPal,2024-10-15
